Title,Name,Address,Country,Gender,Age,Buy_for,Favourites,Time,Date,Username
MISS,DORIS75237,41737640-Boris Road-Doris Town,UK,F,51-70,Family,Drama,10:43:27,22/02/2000,user_1373105
MISS,DORIS109722,66327717-Boris Road-Doris Town,UK,F,31-40,Family,Children,15:35:02,18/02/2000,user_3597119
MISS,DORIS23969,50113424-Boris Road-Doris Town,UK,F,31-40,Friends,Children,19:21:23,25/02/2000,user_3432501
MRS,DORIS9225,61782748-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,16:57:11,23/02/2000,user_1882562
MISS,DORIS123376,42142079-Boris Road-Doris Town,OuterMongolia,F,51-70,Family,Comedy,14:02:13,22/02/2000,user_4773519
MR,BORIS18756,73139563-Boris Road-Doris Town,UK,M,71+,Family,Horror,12:50:50,22/02/2000,user_3986088
MRS,DORIS70662,41447099-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,11:46:53,18/02/2000,user_3832009
MR,BORIS103445,9896630-Boris Road-Doris Town,USA,M,21-30,Family,Musical,20:14:02,21/02/2000,user_2014040
MRS,DORIS132228,57469434-Boris Road-Doris Town,UK,F,31-40,Family,Children,10:07:33,22/02/2000,user_4982042
MR,BORIS100023,87302081-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,11:25:30,23/02/2000,user_2974081
MR,BORIS14767,68870263-Boris Road-Doris Town,USA,M,21-30,Myself,Comedy,11:51:30,22/02/2000,user_4911948
MR,BORIS103193,66698944-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,13:23:46,20/02/2000,user_4501529
MR,BORIS131875,41293928-Boris Road-Doris Town,USA,M,31-40,Family,Children,22:10:02,27/02/2000,user_3970402
MRS,DORIS118096,7707044-Boris Road-Doris Town,USA,F,51-70,Myself,Comedy,14:56:55,26/02/2000,user_1581415
MRS,DORIS107960,6673228-Boris Road-Doris Town,OuterMongolia,F,21-30,Friends,Sci-Fi,08:55:19,25/02/2000,user_1299710
MR,BORIS95532,91668474-Boris Road-Doris Town,USA,M,71+,Myself,Western,02:26:52,18/02/2000,user_1094857
MR,BORIS9200,41332386-Boris Road-Doris Town,USA,M,21-30,Myself,Drama,20:02:15,25/02/2000,user_3870397
MRS,DORIS66424,68347788-Boris Road-Doris Town,OuterMongolia,F,51-70,Other,Sci-Fi,23:23:15,25/02/2000,user_2480618
MR,BORIS137985,9967769-Boris Road-Doris Town,UK,M,21-30,Family,Horror,04:06:32,19/02/2000,user_2683759
MR,BORIS26013,54041041-Boris Road-Doris Town,UK,M,31-40,Family,Children,09:22:51,27/02/2000,user_3040689
MISS,DORIS13596,86374155-Boris Road-Doris Town,OuterMongolia,F,71+,Myself,Children,10:16:19,27/02/2000,user_91076
MISS,DORIS57936,65028315-Boris Road-Doris Town,OuterMongolia,F,31-40,Friends,Comedy,23:31:48,22/02/2000,user_3618738
MR,BORIS32373,99945431-Boris Road-Doris Town,USA,M,31-40,Friends,Adventure,18:18:42,22/02/2000,user_2798758
MR,BORIS62970,26555639-Boris Road-Doris Town,USA,M,51-70,Myself,Children,06:23:53,21/02/2000,user_3040020
MR,BORIS97853,64792679-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,07:50:39,19/02/2000,user_1228285
MR,BORIS155286,69930366-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,13:55:31,23/02/2000,user_215522
MISS,DORIS127091,10652375-Boris Road-Doris Town,UK,F,51-70,Family,Adventure,10:02:16,24/02/2000,user_2505710
MR,BORIS152123,52113250-Boris Road-Doris Town,UK,M,31-40,Family,Children,09:34:51,22/02/2000,user_4340283
MISS,DORIS2443,46084896-Boris Road-Doris Town,UK,F,71+,Myself,Sci-Fi,12:14:54,22/02/2000,user_3110773
MISS,DORIS55182,891474-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,14:14:23,25/02/2000,user_1477778
MISS,DORIS129302,62848486-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,22:21:07,23/02/2000,user_881343
MR,BORIS148099,45629841-Boris Road-Doris Town,UK,M,71+,Family,Children,04:36:21,17/02/2000,user_771317
MISS,DORIS271,52218375-Boris Road-Doris Town,OuterMongolia,F,51-70,Other,Adventure,19:18:42,17/02/2000,user_4267884
MISS,DORIS5551,77990046-Boris Road-Doris Town,OuterMongolia,F,21-30,Friends,Adventure,18:42:43,16/02/2000,user_1141679
MR,BORIS28240,96793784-Boris Road-Doris Town,UK,M,71+,Friends,Musical,03:34:38,24/02/2000,user_90421
MR,BORIS25708,14346887-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,00:31:44,26/02/2000,user_1399341
MR,BORIS62954,39822048-Boris Road-Doris Town,USA,M,21-30,Other,Western,23:25:10,16/02/2000,user_288842
MISS,DORIS78585,8936604-Boris Road-Doris Town,UK,F,71+,Friends,Musical,13:23:04,23/02/2000,user_2750300
MR,BORIS60412,93643690-Boris Road-Doris Town,OuterMongolia,M,21-30,Friends,Comedy,08:17:50,24/02/2000,user_4526487
MRS,DORIS43349,33381370-Boris Road-Doris Town,OuterMongolia,F,31-40,Family,Sci-Fi,21:49:31,22/02/2000,user_4099085
MR,BORIS109709,1609445-Boris Road-Doris Town,OuterMongolia,M,31-40,Myself,Horror,02:38:15,21/02/2000,user_3058165
MR,BORIS89036,68005798-Boris Road-Doris Town,UK,M,51-70,Other,Adventure,08:11:56,27/02/2000,user_3762288
MR,BORIS140679,53538816-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,10:07:11,21/02/2000,user_1409535
MR,BORIS42094,99602866-Boris Road-Doris Town,UK,M,21-30,Family,Sci-Fi,16:05:46,27/02/2000,user_4236535
MR,BORIS66049,68814989-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,23:20:59,24/02/2000,user_925553
MR,BORIS35627,99599930-Boris Road-Doris Town,UK,M,21-30,Friends,Comedy,16:25:55,24/02/2000,user_558417
MR,BORIS27741,4690320-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,20:30:08,23/02/2000,user_3401051
MR,BORIS109808,26677739-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,03:05:40,27/02/2000,user_1836353
MRS,DORIS67697,79197976-Boris Road-Doris Town,UK,F,31-40,Family,Children,00:19:11,23/02/2000,user_4830424
MR,BORIS100637,54870519-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,00:45:21,24/02/2000,user_2360338
MRS,DORIS152500,14114591-Boris Road-Doris Town,UK,F,31-40,Friends,Children,02:46:37,21/02/2000,user_2706949
MR,BORIS34951,86416273-Boris Road-Doris Town,OuterMongolia,M,51-70,Family,Western,08:06:37,17/02/2000,user_4335187
MR,BORIS62064,56296382-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,07:26:02,24/02/2000,user_1291469
MR,BORIS109118,81369598-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,18:44:32,27/02/2000,user_3459898
MR,BORIS53150,90755226-Boris Road-Doris Town,OuterMongolia,M,71+,Friends,Comedy,06:18:41,27/02/2000,user_440842
MISS,DORIS145530,90863705-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,16:41:40,18/02/2000,user_3373460
MISS,DORIS106454,35454025-Boris Road-Doris Town,USA,F,51-70,Family,Horror,10:18:17,19/02/2000,user_2754967
MISS,DORIS82504,35740967-Boris Road-Doris Town,UK,F,31-40,Family,Musical,01:25:38,16/02/2000,user_1733243
MISS,DORIS88459,23031567-Boris Road-Doris Town,OuterMongolia,F,31-40,Friends,Drama,15:12:59,22/02/2000,user_2254614
MR,BORIS118402,79178310-Boris Road-Doris Town,OuterMongolia,M,21-30,Myself,Comedy,06:02:16,27/02/2000,user_2687486
MRS,DORIS897,7674832-Boris Road-Doris Town,UK,F,71+,Friends,Children,21:51:43,20/02/2000,user_1671348
MR,BORIS28919,63513507-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,23:53:59,27/02/2000,user_3831370
MR,BORIS92815,47867076-Boris Road-Doris Town,USA,M,21-30,Friends,Comedy,10:36:08,18/02/2000,user_3458234
MR,BORIS113070,29564576-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,01:19:50,27/02/2000,user_4797173
MISS,DORIS46220,57637950-Boris Road-Doris Town,USA,F,31-40,Myself,Horror,17:29:21,23/02/2000,user_3151576
MISS,DORIS29901,46810102-Boris Road-Doris Town,USA,F,31-40,Myself,Musical,12:43:20,19/02/2000,user_677061
MISS,DORIS57914,27555033-Boris Road-Doris Town,USA,F,51-70,Other,Sci-Fi,22:31:13,19/02/2000,user_4523084
MRS,DORIS14917,64279926-Boris Road-Doris Town,UK,F,31-40,Family,Children,02:01:00,27/02/2000,user_2448194
MR,BORIS86991,67198880-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,04:46:47,25/02/2000,user_2994392
MISS,DORIS100953,45273460-Boris Road-Doris Town,USA,F,31-40,Other,Drama,02:44:33,25/02/2000,user_4301765
MR,BORIS5142,40378422-Boris Road-Doris Town,UK,M,31-40,Family,Children,06:32:46,25/02/2000,user_4910230
MR,BORIS76226,27201119-Boris Road-Doris Town,UK,M,21-30,Other,Comedy,21:09:34,23/02/2000,user_3012473
MISS,DORIS54193,63852109-Boris Road-Doris Town,UK,F,31-40,Family,Musical,19:18:12,26/02/2000,user_841271
MR,BORIS32467,90809365-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,16:56:30,21/02/2000,user_1193697
MRS,DORIS71291,77117025-Boris Road-Doris Town,OuterMongolia,F,21-30,Family,Musical,12:37:38,27/02/2000,user_956637
MISS,DORIS133065,80336084-Boris Road-Doris Town,USA,F,31-40,Myself,Drama,03:12:01,22/02/2000,user_2498187
MISS,DORIS136642,9647824-Boris Road-Doris Town,OuterMongolia,F,51-70,Friends,Drama,13:31:01,26/02/2000,user_372256
MRS,DORIS32974,98371269-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,08:29:27,25/02/2000,user_228956
MRS,DORIS43762,52941658-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,14:02:44,19/02/2000,user_1128779
MR,BORIS138386,1133851-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,10:03:16,19/02/2000,user_801120
MISS,DORIS101582,92960437-Boris Road-Doris Town,USA,F,71+,Friends,Drama,16:23:26,18/02/2000,user_360828
MR,BORIS151374,45667647-Boris Road-Doris Town,OuterMongolia,M,31-40,Friends,Horror,02:28:37,23/02/2000,user_673788
MISS,DORIS39049,51183408-Boris Road-Doris Town,USA,F,71+,Myself,Musical,04:33:59,22/02/2000,user_2302347
MISS,DORIS44106,37101390-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,05:35:25,16/02/2000,user_4582203
MR,BORIS152273,8204637-Boris Road-Doris Town,UK,M,31-40,Family,Children,16:04:09,21/02/2000,user_575858
MR,BORIS63721,70334210-Boris Road-Doris Town,USA,M,31-40,Myself,Sci-Fi,21:58:16,18/02/2000,user_2196791
MR,BORIS120052,61402430-Boris Road-Doris Town,UK,M,21-30,Family,Children,07:11:52,15/02/2000,user_4015999
MRS,DORIS119727,88869778-Boris Road-Doris Town,USA,F,71+,Myself,Western,00:12:39,24/02/2000,user_4575246
MR,BORIS110244,91024599-Boris Road-Doris Town,OuterMongolia,M,71+,Myself,Horror,09:00:23,24/02/2000,user_4555031
MR,BORIS20667,34784820-Boris Road-Doris Town,UK,M,71+,Myself,Horror,23:35:17,24/02/2000,user_1189105
MRS,DORIS5221,23427666-Boris Road-Doris Town,UK,F,31-40,Family,Children,14:03:59,19/02/2000,user_1673134
MISS,DORIS69542,10327703-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,11:17:38,18/02/2000,user_4958990
MRS,DORIS6795,35272391-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,06:25:54,27/02/2000,user_1736276
MR,BORIS88136,4134569-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,17:15:23,18/02/2000,user_4488205
MISS,DORIS88731,73537943-Boris Road-Doris Town,UK,F,71+,Other,Comedy,16:26:08,18/02/2000,user_1583306
MISS,DORIS19616,17373943-Boris Road-Doris Town,OuterMongolia,F,71+,Family,Comedy,09:08:04,27/02/2000,user_3176851
MR,BORIS117495,13348795-Boris Road-Doris Town,USA,M,21-30,Other,Comedy,00:05:54,25/02/2000,user_16006
MRS,DORIS119839,44273547-Boris Road-Doris Town,OuterMongolia,F,51-70,Myself,Musical,00:31:49,22/02/2000,user_174792
MR,BORIS126858,32452455-Boris Road-Doris Town,OuterMongolia,M,31-40,Family,Musical,22:22:48,24/02/2000,user_2597173
MISS,DORIS102699,81874934-Boris Road-Doris Town,USA,F,71+,Friends,Adventure,10:57:53,19/02/2000,user_645034
MR,BORIS119134,51472920-Boris Road-Doris Town,UK,M,31-40,Other,Western,15:31:59,20/02/2000,user_1527776
MISS,DORIS15522,72462618-Boris Road-Doris Town,UK,F,51-70,Myself,Horror,01:00:32,20/02/2000,user_4924020
MR,BORIS104584,45940933-Boris Road-Doris Town,OuterMongolia,M,71+,Friends,Drama,12:11:14,23/02/2000,user_4541032
MRS,DORIS22746,61052101-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,17:59:47,26/02/2000,user_3705399
MISS,DORIS56351,8869193-Boris Road-Doris Town,OuterMongolia,F,31-40,Other,Musical,07:22:08,23/02/2000,user_2832446
MRS,DORIS14708,25977269-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,01:28:46,20/02/2000,user_2733531
MRS,DORIS53127,19206770-Boris Road-Doris Town,USA,F,21-30,Myself,Sci-Fi,16:39:12,17/02/2000,user_2416489
MR,BORIS85382,35158673-Boris Road-Doris Town,OuterMongolia,M,51-70,Myself,Horror,02:05:26,22/02/2000,user_4085489
MISS,DORIS153311,86039478-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,14:12:57,17/02/2000,user_4284714
MR,BORIS102602,75697856-Boris Road-Doris Town,UK,M,31-40,Other,Musical,23:45:20,21/02/2000,user_4714909
MR,BORIS105778,44283702-Boris Road-Doris Town,USA,M,71+,Friends,Musical,11:03:32,24/02/2000,user_4639508
MR,BORIS132228,2812281-Boris Road-Doris Town,UK,M,31-40,Family,Children,21:46:38,20/02/2000,user_3360657
MRS,DORIS12601,71509884-Boris Road-Doris Town,UK,F,31-40,Family,Children,02:45:50,22/02/2000,user_4746127
MR,BORIS112081,79800984-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,06:23:41,18/02/2000,user_1492920
MRS,DORIS58207,98282809-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,04:01:43,21/02/2000,user_4862240
MR,BORIS136161,51240066-Boris Road-Doris Town,UK,M,31-40,Family,Children,23:39:20,23/02/2000,user_3904398
MR,BORIS152958,91017009-Boris Road-Doris Town,OuterMongolia,M,51-70,Other,Horror,18:38:34,24/02/2000,user_689879
MISS,DORIS50016,17411582-Boris Road-Doris Town,UK,F,31-40,Family,Children,12:20:11,15/02/2000,user_3161078
MR,BORIS107329,46077363-Boris Road-Doris Town,OuterMongolia,M,31-40,Myself,Comedy,04:26:15,24/02/2000,user_223840
MR,BORIS24124,2546321-Boris Road-Doris Town,OuterMongolia,M,21-30,Myself,Western,06:38:51,25/02/2000,user_636795
MR,BORIS59176,78030395-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,14:32:11,18/02/2000,user_2448359
MRS,DORIS8486,95671146-Boris Road-Doris Town,USA,F,51-70,Myself,Sci-Fi,23:30:15,21/02/2000,user_3832838
MRS,DORIS104779,76953990-Boris Road-Doris Town,OuterMongolia,F,31-40,Friends,Adventure,13:14:43,15/02/2000,user_991012
MRS,DORIS105055,91474547-Boris Road-Doris Town,UK,F,31-40,Other,Comedy,11:40:29,23/02/2000,user_2402807
MR,BORIS29692,80373037-Boris Road-Doris Town,USA,M,51-70,Other,Sci-Fi,04:02:51,27/02/2000,user_1362018
MR,BORIS130577,65346509-Boris Road-Doris Town,OuterMongolia,M,71+,Myself,Children,11:14:01,24/02/2000,user_1032469
MR,BORIS88576,84295684-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,19:31:32,21/02/2000,user_305507
MR,BORIS23800,87116392-Boris Road-Doris Town,UK,M,71+,Family,Sci-Fi,03:26:34,22/02/2000,user_1972481
MR,BORIS70712,67805676-Boris Road-Doris Town,UK,M,51-70,Family,Horror,04:31:12,21/02/2000,user_4781007
MR,BORIS3325,94600550-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,20:00:06,17/02/2000,user_2648279
MR,BORIS31327,41427970-Boris Road-Doris Town,OuterMongolia,M,71+,Other,Comedy,22:20:03,21/02/2000,user_3773655
MRS,DORIS136385,8226616-Boris Road-Doris Town,UK,F,71+,Other,Sci-Fi,05:25:02,19/02/2000,user_4985427
MISS,DORIS147570,11910680-Boris Road-Doris Town,USA,F,51-70,Myself,Adventure,02:30:32,23/02/2000,user_3149312
MR,BORIS85881,68628367-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,17:04:39,27/02/2000,user_4377088
MRS,DORIS61932,99450514-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,03:15:13,25/02/2000,user_4718601
MR,BORIS152079,18699092-Boris Road-Doris Town,USA,M,21-30,Friends,Children,08:54:39,25/02/2000,user_4264247
MISS,DORIS4475,11400401-Boris Road-Doris Town,UK,F,51-70,Friends,Children,09:09:22,27/02/2000,user_1144902
MR,BORIS33484,82355223-Boris Road-Doris Town,UK,M,31-40,Family,Sci-Fi,21:42:16,18/02/2000,user_4739934
MR,BORIS42764,47735648-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,17:46:36,26/02/2000,user_629733
MISS,DORIS109267,43788857-Boris Road-Doris Town,UK,F,21-30,Family,Adventure,20:07:28,27/02/2000,user_3982045
MR,BORIS71233,43206606-Boris Road-Doris Town,UK,M,31-40,Family,Musical,15:40:40,21/02/2000,user_2916112
MISS,DORIS31950,66860830-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,20:10:03,27/02/2000,user_2319599
MRS,DORIS119680,4980871-Boris Road-Doris Town,UK,F,51-70,Other,Western,17:52:29,27/02/2000,user_4221868
MRS,DORIS96272,8502022-Boris Road-Doris Town,UK,F,31-40,Family,Children,13:48:53,25/02/2000,user_1407200
MISS,DORIS131642,88283679-Boris Road-Doris Town,UK,F,31-40,Family,Children,12:45:17,23/02/2000,user_60868
MRS,DORIS89404,90121301-Boris Road-Doris Town,USA,F,51-70,Other,Western,07:34:07,27/02/2000,user_674062
MISS,DORIS146976,85921174-Boris Road-Doris Town,OuterMongolia,F,21-30,Family,Horror,04:40:28,16/02/2000,user_2088830
MR,BORIS92104,59667932-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,14:16:37,22/02/2000,user_3568511
MISS,DORIS116748,54096024-Boris Road-Doris Town,UK,F,31-40,Myself,Adventure,12:56:21,22/02/2000,user_1585083
MR,BORIS127023,99830483-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,23:10:45,18/02/2000,user_4655712
MISS,DORIS99926,73035320-Boris Road-Doris Town,OuterMongolia,F,51-70,Myself,Sci-Fi,19:16:20,27/02/2000,user_64742
MISS,DORIS109986,11234567-Boris Road-Doris Town,USA,F,51-70,Friends,Children,23:15:48,22/02/2000,user_4325792
MR,BORIS89818,15544834-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,07:27:27,25/02/2000,user_1985984
MISS,DORIS143711,56066948-Boris Road-Doris Town,USA,F,31-40,Other,Comedy,15:50:10,23/02/2000,user_3400175
MR,BORIS77482,66943346-Boris Road-Doris Town,USA,M,51-70,Friends,Drama,16:17:21,22/02/2000,user_1393650
MR,BORIS132885,9849599-Boris Road-Doris Town,USA,M,21-30,Myself,Musical,04:54:37,22/02/2000,user_1139410
MISS,DORIS26077,73231465-Boris Road-Doris Town,OuterMongolia,F,31-40,Myself,Western,12:42:14,21/02/2000,user_4713591
MISS,DORIS116239,54882697-Boris Road-Doris Town,USA,F,31-40,Friends,Horror,22:17:37,21/02/2000,user_840026
MRS,DORIS70350,22114574-Boris Road-Doris Town,OuterMongolia,F,21-30,Family,Musical,10:43:58,27/02/2000,user_2142106
MISS,DORIS45036,29969970-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,08:07:44,27/02/2000,user_1942270
MISS,DORIS1368,97352300-Boris Road-Doris Town,UK,F,51-70,Family,Horror,19:16:56,19/02/2000,user_727286
MISS,DORIS105085,2856473-Boris Road-Doris Town,USA,F,21-30,Friends,Horror,12:23:40,21/02/2000,user_3150802
MRS,DORIS147263,98553037-Boris Road-Doris Town,UK,F,31-40,Family,Children,22:38:02,27/02/2000,user_451021
MR,BORIS133515,14499766-Boris Road-Doris Town,UK,M,21-30,Family,Adventure,01:52:26,21/02/2000,user_1692063
MR,BORIS68017,77111646-Boris Road-Doris Town,OuterMongolia,M,51-70,Other,Adventure,20:13:30,25/02/2000,user_1580598
MRS,DORIS2618,3133244-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,16:38:14,22/02/2000,user_570814
MR,BORIS120550,34171214-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,03:01:03,27/02/2000,user_4453456
MR,BORIS89597,78612747-Boris Road-Doris Town,UK,M,31-40,Family,Children,16:27:30,24/02/2000,user_1394245
MR,BORIS53585,78237168-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,21:11:54,21/02/2000,user_3305437
MR,BORIS121246,16910010-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,22:48:29,23/02/2000,user_3075335
MR,BORIS32254,58426624-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,09:11:22,18/02/2000,user_827973
MR,BORIS65860,95979621-Boris Road-Doris Town,OuterMongolia,M,71+,Friends,Sci-Fi,04:36:07,19/02/2000,user_1920649
MRS,DORIS151124,67942034-Boris Road-Doris Town,USA,F,71+,Myself,Sci-Fi,21:01:13,24/02/2000,user_2822465
MR,BORIS53508,88755384-Boris Road-Doris Town,OuterMongolia,M,71+,Friends,Comedy,09:14:17,26/02/2000,user_3245434
MRS,DORIS78693,70048084-Boris Road-Doris Town,UK,F,31-40,Family,Children,06:42:07,21/02/2000,user_1609890
MISS,DORIS82699,91058206-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,05:33:55,22/02/2000,user_3796915
MR,BORIS102714,6280678-Boris Road-Doris Town,UK,M,21-30,Other,Sci-Fi,07:32:29,25/02/2000,user_3552729
MISS,DORIS105935,60211052-Boris Road-Doris Town,UK,F,31-40,Family,Children,12:32:55,19/02/2000,user_1927770
MR,BORIS148829,67312124-Boris Road-Doris Town,UK,M,51-70,Other,Musical,23:14:29,21/02/2000,user_1555129
MR,BORIS64621,2055746-Boris Road-Doris Town,OuterMongolia,M,71+,Myself,Adventure,17:38:25,21/02/2000,user_2136897
MISS,DORIS7395,88185999-Boris Road-Doris Town,UK,F,21-30,Family,Western,14:50:38,26/02/2000,user_98845
MR,BORIS133154,57483963-Boris Road-Doris Town,OuterMongolia,M,51-70,Friends,Musical,18:51:36,25/02/2000,user_2563534
MRS,DORIS13817,68010737-Boris Road-Doris Town,UK,F,51-70,Family,Western,23:16:49,25/02/2000,user_4493554
MISS,DORIS94153,96100265-Boris Road-Doris Town,USA,F,51-70,Other,Drama,15:02:12,25/02/2000,user_3106154
MISS,DORIS24430,25343691-Boris Road-Doris Town,USA,F,21-30,Family,Drama,10:05:45,27/02/2000,user_613578
MR,BORIS65081,2683857-Boris Road-Doris Town,UK,M,21-30,Friends,Children,19:01:38,19/02/2000,user_2847501
MR,BORIS43514,3466172-Boris Road-Doris Town,UK,M,21-30,Myself,Western,05:36:09,21/02/2000,user_122544
MR,BORIS48872,40192321-Boris Road-Doris Town,UK,M,51-70,Other,Drama,20:58:46,27/02/2000,user_691310
MISS,DORIS22498,36935529-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,12:24:40,15/02/2000,user_2641014
MISS,DORIS8204,82808927-Boris Road-Doris Town,USA,F,71+,Family,Children,13:39:59,27/02/2000,user_1514549
MRS,DORIS111340,61044974-Boris Road-Doris Town,UK,F,31-40,Family,Children,03:01:23,24/02/2000,user_3091262
MR,BORIS142516,52041416-Boris Road-Doris Town,OuterMongolia,M,51-70,Myself,Drama,15:44:33,19/02/2000,user_1766201
MISS,DORIS37652,61795334-Boris Road-Doris Town,UK,F,51-70,Friends,Musical,04:42:14,26/02/2000,user_3861745
MR,BORIS123236,67129564-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,06:17:14,26/02/2000,user_1199585
MRS,DORIS93140,9740067-Boris Road-Doris Town,UK,F,31-40,Family,Children,14:45:14,19/02/2000,user_946437
MISS,DORIS46799,42137212-Boris Road-Doris Town,USA,F,71+,Other,Western,18:03:36,22/02/2000,user_743297
MR,BORIS152716,56817716-Boris Road-Doris Town,UK,M,21-30,Friends,Children,08:21:50,21/02/2000,user_1144609
MR,BORIS135251,62920801-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,04:37:16,23/02/2000,user_2032202
MR,BORIS86761,9967896-Boris Road-Doris Town,USA,M,31-40,Myself,Sci-Fi,12:49:09,22/02/2000,user_4552498
MISS,DORIS151765,11761389-Boris Road-Doris Town,UK,F,31-40,Myself,Horror,23:18:05,25/02/2000,user_488630
MRS,DORIS72659,16608954-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,07:59:42,17/02/2000,user_877471
MISS,DORIS97390,58083852-Boris Road-Doris Town,USA,F,51-70,Other,Sci-Fi,06:04:04,20/02/2000,user_3040094
MRS,DORIS14951,82394594-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,16:12:50,23/02/2000,user_3063264
MR,BORIS60311,21878286-Boris Road-Doris Town,USA,M,21-30,Family,Sci-Fi,11:24:00,26/02/2000,user_4300176
MRS,DORIS78483,21421038-Boris Road-Doris Town,OuterMongolia,F,21-30,Other,Adventure,21:26:17,26/02/2000,user_3980673
MR,BORIS23294,64584461-Boris Road-Doris Town,USA,M,51-70,Friends,Adventure,19:46:36,22/02/2000,user_2631335
MRS,DORIS37280,67005423-Boris Road-Doris Town,OuterMongolia,F,21-30,Friends,Children,23:47:31,24/02/2000,user_2716522
MISS,DORIS122659,9252872-Boris Road-Doris Town,USA,F,51-70,Myself,Comedy,13:21:05,18/02/2000,user_3469851
MR,BORIS47376,30950888-Boris Road-Doris Town,UK,M,31-40,Family,Children,08:16:39,24/02/2000,user_3208999
MR,BORIS14322,491704-Boris Road-Doris Town,USA,M,31-40,Myself,Horror,00:32:17,18/02/2000,user_2167160
MR,BORIS47642,26340083-Boris Road-Doris Town,OuterMongolia,M,21-30,Myself,Adventure,11:03:49,24/02/2000,user_3245212
MRS,DORIS45578,45912316-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,05:57:06,23/02/2000,user_2160978
MR,BORIS107278,79653684-Boris Road-Doris Town,OuterMongolia,M,31-40,Friends,Horror,22:10:36,19/02/2000,user_437771
MRS,DORIS93481,15304675-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,07:27:37,20/02/2000,user_1494420
MR,BORIS51948,53128448-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,16:23:24,25/02/2000,user_495906
MRS,DORIS51275,35383264-Boris Road-Doris Town,UK,F,31-40,Other,Western,14:41:58,19/02/2000,user_1065841
MISS,DORIS40551,59463787-Boris Road-Doris Town,OuterMongolia,F,31-40,Family,Sci-Fi,06:31:00,20/02/2000,user_3301807
MR,BORIS30481,1672241-Boris Road-Doris Town,UK,M,31-40,Family,Children,23:41:52,19/02/2000,user_386240
MR,BORIS29664,79027507-Boris Road-Doris Town,USA,M,71+,Myself,Children,20:53:21,19/02/2000,user_3217009
MR,BORIS106546,76844730-Boris Road-Doris Town,UK,M,71+,Family,Children,17:29:45,22/02/2000,user_3189453
MISS,DORIS72822,25508021-Boris Road-Doris Town,UK,F,31-40,Myself,Horror,04:42:42,17/02/2000,user_3247361
